Order Number,Start Date,End Date,Line,Shift,Posting date,POT Min,POT Hour,Notification Number,Equiment,Downtime(in Secods),Breakdown,Group,Description,WERKS CODE,WERKS
000010014180,22/02/2024 00:00,23/02/2024 00:00,Line 1,2,22/02/2024 00:00,705,11.75,000010055251,000000000010001016,17,breakdown,U-STEAM,UTI_BOILER,A112,Kaduna Noodles
000030003751,22/02/2024 00:00,22/02/2024 00:00,Line 1,1,22/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003752,22/02/2024 00:00,22/02/2024 00:00,Line 1,2,22/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003753,22/02/2024 00:00,22/02/2024 00:00,Line 1,1,22/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003754,22/02/2024 00:00,22/02/2024 00:00,Line 1,2,22/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010014211,23/02/2024 00:00,23/02/2024 00:00,Line 1,1,23/02/2024 00:00,705,11.75,000010055358,000000000010000960,42,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010014211,23/02/2024 00:00,23/02/2024 00:00,Line 1,1,23/02/2024 00:00,705,11.75,000010055325,000000000010000988,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010014211,23/02/2024 00:00,23/02/2024 00:00,Line 1,1,23/02/2024 00:00,705,11.75,000010055324,000000000010001009,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010014212,23/02/2024 00:00,23/02/2024 00:00,Line 1,2,23/02/2024 00:00,0,0,000010055375,000000000010000952,,no breakdown,,,A112,Kaduna Noodles
000030003771,23/02/2024 00:00,23/02/2024 00:00,Line 1,1,23/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003772,23/02/2024 00:00,23/02/2024 00:00,Line 1,2,23/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003773,25/02/2024 00:00,25/02/2024 00:00,Line 1,1,23/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003774,23/02/2024 00:00,23/02/2024 00:00,Line 1,2,23/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010014315,26/02/2024 00:00,26/02/2024 00:00,Line 1,1,26/02/2024 00:00,620,10.333333333333334,000010055760,000000000010000914,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010014315,26/02/2024 00:00,26/02/2024 00:00,Line 1,1,26/02/2024 00:00,620,10.333333333333334,000010055749,000000000010000932,56,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010014315,26/02/2024 00:00,26/02/2024 00:00,Line 1,1,26/02/2024 00:00,620,10.333333333333334,000010055762,000000000010000953,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010014315,26/02/2024 00:00,26/02/2024 00:00,Line 1,1,26/02/2024 00:00,620,10.333333333333334,000010055688,000000000010001009,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010014316,26/02/2024 00:00,27/02/2024 00:00,Line 1,2,26/02/2024 00:00,705,11.75,000010055821,000000000010000987,26,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030003788,26/02/2024 00:00,26/02/2024 00:00,Line 1,1,26/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003789,26/02/2024 00:00,26/02/2024 00:00,Line 1,2,26/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003790,27/02/2024 00:00,27/02/2024 00:00,Line 1,1,26/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003791,28/02/2024 00:00,28/02/2024 00:00,Line 1,2,26/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010014357,27/02/2024 00:00,27/02/2024 00:00,Line 1,1,27/02/2024 00:00,705,11.75,000010056006,000000000010000905,24,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010014358,27/02/2024 00:00,28/02/2024 00:00,Line 1,2,27/02/2024 00:00,705,11.75,000010055987,000000000010000960,10,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010014358,27/02/2024 00:00,28/02/2024 00:00,Line 1,2,27/02/2024 00:00,705,11.75,000010056040,000000000010000987,9,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010014358,27/02/2024 00:00,28/02/2024 00:00,Line 1,2,27/02/2024 00:00,705,11.75,000010055989,000000000010000988,37,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000030003813,27/02/2024 00:00,27/02/2024 00:00,Line 1,1,27/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003814,27/02/2024 00:00,27/02/2024 00:00,Line 1,2,27/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003815,28/02/2024 00:00,28/02/2024 00:00,Line 1,1,27/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003816,28/02/2024 00:00,28/02/2024 00:00,Line 1,2,27/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010014414,28/02/2024 00:00,28/02/2024 00:00,Line 1,1,28/02/2024 00:00,705,11.75,000010056136,000000000010000905,20,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010014414,28/02/2024 00:00,28/02/2024 00:00,Line 1,1,28/02/2024 00:00,705,11.75,000010056138,000000000010001016,15,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010014415,28/02/2024 00:00,29/02/2024 00:00,Line 1,2,28/02/2024 00:00,705,11.75,000010056234,000000000010000987,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010014415,28/02/2024 00:00,29/02/2024 00:00,Line 1,2,28/02/2024 00:00,705,11.75,000010056233,000000000010001008,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030003834,28/02/2024 00:00,28/02/2024 00:00,Line 1,1,28/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003835,28/02/2024 00:00,28/02/2024 00:00,Line 1,2,28/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003836,28/02/2024 00:00,28/02/2024 00:00,Line 1,1,28/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003837,28/02/2024 00:00,28/02/2024 00:00,Line 1,2,28/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010014459,29/02/2024 00:00,29/02/2024 00:00,Line 1,1,29/02/2024 00:00,705,11.75,000010056344,000000000010000914,15,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010014459,29/02/2024 00:00,29/02/2024 00:00,Line 1,1,29/02/2024 00:00,705,11.75,000010056346,000000000010000962,6,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010014459,29/02/2024 00:00,29/02/2024 00:00,Line 1,1,29/02/2024 00:00,705,11.75,000010056345,000000000010001009,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010014480,29/02/2024 00:00,01/03/2024 00:00,Line 1,2,29/02/2024 00:00,310,5.166666666666667,,,,no breakdown,,,A112,Kaduna Noodles
000030003852,29/02/2024 00:00,29/02/2024 00:00,Line 1,1,29/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003853,29/02/2024 00:00,29/02/2024 00:00,Line 1,2,29/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003854,29/02/2024 00:00,29/02/2024 00:00,Line 1,1,29/02/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010014815,13/03/2024 00:00,13/03/2024 00:00,Line 1,1,13/03/2024 00:00,605,10.083333333333334,000010057925,000000000010000905,26,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010014815,13/03/2024 00:00,13/03/2024 00:00,Line 1,1,13/03/2024 00:00,605,10.083333333333334,000010057924,000000000010000924,25,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010014815,13/03/2024 00:00,13/03/2024 00:00,Line 1,1,13/03/2024 00:00,605,10.083333333333334,000010057921,000000000010000962,15,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010014815,13/03/2024 00:00,13/03/2024 00:00,Line 1,1,13/03/2024 00:00,605,10.083333333333334,000010057915,000000000010000987,5,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010014815,13/03/2024 00:00,13/03/2024 00:00,Line 1,1,13/03/2024 00:00,605,10.083333333333334,000010057929,000000000010000988,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010014815,13/03/2024 00:00,13/03/2024 00:00,Line 1,1,13/03/2024 00:00,605,10.083333333333334,000010057916,000000000010000989,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010014815,13/03/2024 00:00,13/03/2024 00:00,Line 1,1,13/03/2024 00:00,605,10.083333333333334,000010057920,000000000010000994,15,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010014815,13/03/2024 00:00,13/03/2024 00:00,Line 1,1,13/03/2024 00:00,605,10.083333333333334,000010057926,000000000010000994,15,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010014817,13/03/2024 00:00,14/03/2024 00:00,Line 1,2,13/03/2024 00:00,705,11.75,000010057993,000000000010000962,10,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010014817,13/03/2024 00:00,14/03/2024 00:00,Line 1,2,13/03/2024 00:00,705,11.75,000010058029,000000000010000962,23,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010014817,13/03/2024 00:00,14/03/2024 00:00,Line 1,2,13/03/2024 00:00,705,11.75,000010057990,000000000010000987,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010014817,13/03/2024 00:00,14/03/2024 00:00,Line 1,2,13/03/2024 00:00,705,11.75,000010057919,000000000010000988,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010014817,13/03/2024 00:00,14/03/2024 00:00,Line 1,2,13/03/2024 00:00,705,11.75,000010058040,000000000010000988,5,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000030003988,19/03/2024 00:00,19/03/2024 00:00,Line 1,1,13/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003989,13/03/2024 00:00,13/03/2024 00:00,Line 1,2,13/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003990,13/03/2024 00:00,13/03/2024 00:00,Line 1,1,13/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030003991,13/03/2024 00:00,13/03/2024 00:00,Line 1,2,13/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010014893,14/03/2024 00:00,14/03/2024 00:00,Line 1,1,14/03/2024 00:00,705,11.75,000010058049,000000000010000725,35,breakdown,U-STEAM,UTI_BOILER,A112,Kaduna Noodles
000010014893,14/03/2024 00:00,14/03/2024 00:00,Line 1,1,14/03/2024 00:00,705,11.75,000010058080,000000000010000952,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010014893,14/03/2024 00:00,14/03/2024 00:00,Line 1,1,14/03/2024 00:00,705,11.75,000010058095,000000000010000988,5,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010014894,14/03/2024 00:00,15/03/2024 00:00,Line 1,2,14/03/2024 00:00,705,11.75,000010058157,000000000010000943,94,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010014894,14/03/2024 00:00,15/03/2024 00:00,Line 1,2,14/03/2024 00:00,705,11.75,000010058155,000000000010000987,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010014894,14/03/2024 00:00,15/03/2024 00:00,Line 1,2,14/03/2024 00:00,705,11.75,000010058156,000000000010000987,24,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010014894,14/03/2024 00:00,15/03/2024 00:00,Line 1,2,14/03/2024 00:00,705,11.75,000010058168,000000000010000987,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010014894,14/03/2024 00:00,15/03/2024 00:00,Line 1,2,14/03/2024 00:00,705,11.75,000010058191,000000000010000988,5,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000030004047,14/03/2024 00:00,14/03/2024 00:00,Line 1,1,14/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004048,14/03/2024 00:00,14/03/2024 00:00,Line 1,2,14/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004049,14/03/2024 00:00,14/03/2024 00:00,Line 1,1,14/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004050,14/03/2024 00:00,14/03/2024 00:00,Line 1,2,14/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010014968,15/03/2024 00:00,15/03/2024 00:00,Line 1,1,15/03/2024 00:00,705,11.75,000010058247,000000000010000989,13,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010014968,15/03/2024 00:00,15/03/2024 00:00,Line 1,1,15/03/2024 00:00,705,11.75,000010058248,000000000010000989,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010014968,15/03/2024 00:00,15/03/2024 00:00,Line 1,1,15/03/2024 00:00,705,11.75,000010058249,000000000010000989,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010014969,15/03/2024 00:00,16/03/2024 00:00,Line 1,2,15/03/2024 00:00,310,5.166666666666667,,,,no breakdown,,,A112,Kaduna Noodles
000030004085,15/03/2024 00:00,15/03/2024 00:00,Line 1,1,15/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004086,15/03/2024 00:00,15/03/2024 00:00,Line 1,2,15/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004087,15/03/2024 00:00,15/03/2024 00:00,Line 1,1,15/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004088,15/03/2024 00:00,15/03/2024 00:00,Line 1,2,15/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010015171,27/03/2024 00:00,27/03/2024 00:00,Line 1,1,27/03/2024 00:00,605,10.083333333333334,000010059620,000000000010000689,11,breakdown,U-POWER,UTI_GENERATOR,A112,Kaduna Noodles
000010015171,27/03/2024 00:00,27/03/2024 00:00,Line 1,1,27/03/2024 00:00,605,10.083333333333334,000010059621,000000000010000689,75,breakdown,U-POWER,UTI_GENERATOR,A112,Kaduna Noodles
000010015171,27/03/2024 00:00,27/03/2024 00:00,Line 1,1,27/03/2024 00:00,605,10.083333333333334,000010059629,000000000010000932,17,breakdown,U-COMP,UTI_COMPRESSOR,A112,Kaduna Noodles
000010015171,27/03/2024 00:00,27/03/2024 00:00,Line 1,1,27/03/2024 00:00,605,10.083333333333334,000010059627,000000000010000952,6,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010015171,27/03/2024 00:00,27/03/2024 00:00,Line 1,1,27/03/2024 00:00,605,10.083333333333334,000010059609,000000000010000988,11,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010015172,27/03/2024 00:00,28/03/2024 00:00,Line 1,2,27/03/2024 00:00,705,11.75,000010059616,000000000010000927,17,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010015172,27/03/2024 00:00,28/03/2024 00:00,Line 1,2,27/03/2024 00:00,705,11.75,000010059617,000000000010000927,30,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000030004155,30/03/2024 00:00,30/03/2024 00:00,Line 1,1,27/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004156,30/03/2024 00:00,30/03/2024 00:00,Line 1,2,27/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004157,27/03/2024 00:00,27/03/2024 00:00,Line 1,1,27/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004158,27/03/2024 00:00,27/03/2024 00:00,Line 1,2,27/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010015242,28/03/2024 00:00,28/03/2024 00:00,Line 1,1,28/03/2024 00:00,705,11.75,000010059759,000000000010000907,27,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010015243,28/03/2024 00:00,29/03/2024 00:00,Line 1,2,28/03/2024 00:00,310,5.166666666666667,,,,no breakdown,,,A112,Kaduna Noodles
000030004171,28/03/2024 00:00,28/03/2024 00:00,Line 1,1,28/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004172,28/03/2024 00:00,28/03/2024 00:00,Line 1,2,28/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004173,28/03/2024 00:00,28/03/2024 00:00,Line 1,1,28/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004182,01/04/2024 00:00,01/04/2024 00:00,Line 1,2,28/03/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010015298,03/04/2024 00:00,03/04/2024 00:00,Line 1,1,03/04/2024 00:00,615,10.25,000010060201,000000000010000988,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010015299,03/04/2024 00:00,04/04/2024 00:00,Line 1,2,03/04/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030004207,03/04/2024 00:00,03/04/2024 00:00,Line 1,1,03/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004208,03/04/2024 00:00,03/04/2024 00:00,Line 1,2,03/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004209,03/04/2024 00:00,03/04/2024 00:00,Line 1,1,03/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004210,03/04/2024 00:00,03/04/2024 00:00,Line 1,2,03/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010015343,04/04/2024 00:00,04/04/2024 00:00,Line 1,1,04/04/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010015344,04/04/2024 00:00,05/04/2024 00:00,Line 1,2,04/04/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030004244,04/04/2024 00:00,04/04/2024 00:00,Line 1,1,04/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004245,04/04/2024 00:00,04/04/2024 00:00,Line 1,2,04/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004246,04/04/2024 00:00,04/04/2024 00:00,Line 1,1,04/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004247,04/04/2024 00:00,04/04/2024 00:00,Line 1,2,04/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010015394,05/04/2024 00:00,05/04/2024 00:00,Line 1,1,05/04/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010015396,05/04/2024 00:00,05/04/2024 00:00,Line 1,2,05/04/2024 00:00,295,4.916666666666667,000010060419,000000000010000932,,no breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000030004267,05/04/2024 00:00,05/04/2024 00:00,Line 1,1,05/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004268,05/04/2024 00:00,05/04/2024 00:00,Line 1,2,05/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004269,05/04/2024 00:00,05/04/2024 00:00,Line 1,1,05/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004270,05/04/2024 00:00,05/04/2024 00:00,Line 1,2,05/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010015565,15/04/2024 00:00,15/04/2024 00:00,Line 1,1,15/04/2024 00:00,615,10.25,000010061461,000000000010000952,5,breakdown,W-MTRLSP,WRHS_MAT_SUPPLY_DELAY,A112,Kaduna Noodles
000010015565,15/04/2024 00:00,15/04/2024 00:00,Line 1,1,15/04/2024 00:00,615,10.25,000010061462,000000000010000952,9,breakdown,W-MTRLSP,WRHS_MAT_SUPPLY_DELAY,A112,Kaduna Noodles
000010015565,15/04/2024 00:00,15/04/2024 00:00,Line 1,1,15/04/2024 00:00,615,10.25,000010061460,000000000010001006,3,breakdown,E-SLT,ENG_SLITTER,A112,Kaduna Noodles
000010015566,15/04/2024 00:00,16/04/2024 00:00,Line 1,2,15/04/2024 00:00,705,11.75,000010061467,000000000010000924,32,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010015566,15/04/2024 00:00,16/04/2024 00:00,Line 1,2,15/04/2024 00:00,705,11.75,000010061468,000000000010000924,28,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000030004317,15/04/2024 00:00,15/04/2024 00:00,Line 1,1,15/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004318,15/04/2024 00:00,15/04/2024 00:00,Line 1,2,15/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004319,15/04/2024 00:00,15/04/2024 00:00,Line 1,1,15/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010015611,16/04/2024 00:00,16/04/2024 00:00,Line 1,1,16/04/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010015612,16/04/2024 00:00,17/04/2024 00:00,Line 1,2,16/04/2024 00:00,705,11.75,000010061703,000000000010000988,23,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030004355,16/04/2024 00:00,16/04/2024 00:00,Line 1,1,16/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004356,16/04/2024 00:00,16/04/2024 00:00,Line 1,2,16/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010015657,17/04/2024 00:00,17/04/2024 00:00,Line 1,1,17/04/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010015658,17/04/2024 00:00,18/04/2024 00:00,Line 1,2,17/04/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030004371,17/04/2024 00:00,17/04/2024 00:00,Line 1,1,17/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004372,17/04/2024 00:00,17/04/2024 00:00,Line 1,2,17/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004373,17/04/2024 00:00,17/04/2024 00:00,Line 1,1,17/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004374,17/04/2024 00:00,17/04/2024 00:00,Line 1,2,17/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010015718,18/04/2024 00:00,18/04/2024 00:00,Line 1,1,18/04/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010015719,18/04/2024 00:00,19/04/2024 00:00,Line 1,2,18/04/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030004401,18/04/2024 00:00,18/04/2024 00:00,Line 1,1,18/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004402,18/04/2024 00:00,18/04/2024 00:00,Line 1,2,18/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004403,18/04/2024 00:00,18/04/2024 00:00,Line 1,1,18/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004404,18/04/2024 00:00,18/04/2024 00:00,Line 1,2,18/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010015781,19/04/2024 00:00,19/04/2024 00:00,Line 1,1,19/04/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010015782,19/04/2024 00:00,19/04/2024 00:00,Line 1,2,19/04/2024 00:00,295,4.916666666666667,,,,no breakdown,,,A112,Kaduna Noodles
000030004418,19/04/2024 00:00,19/04/2024 00:00,Line 1,1,19/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004419,19/04/2024 00:00,19/04/2024 00:00,Line 1,2,19/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004420,19/04/2024 00:00,19/04/2024 00:00,Line 1,1,19/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004421,19/04/2024 00:00,19/04/2024 00:00,Line 1,2,19/04/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004665,13/05/2024 00:00,13/05/2024 00:00,Line 1,1,13/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004666,13/05/2024 00:00,13/05/2024 00:00,Line 1,2,13/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004667,13/05/2024 00:00,13/05/2024 00:00,Line 1,1,13/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004668,13/05/2024 00:00,13/05/2024 00:00,Line 1,2,13/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004683,14/05/2024 00:00,14/05/2024 00:00,Line 1,1,14/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004684,14/05/2024 00:00,14/05/2024 00:00,Line 1,2,14/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004685,14/05/2024 00:00,14/05/2024 00:00,Line 1,1,14/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004686,14/05/2024 00:00,14/05/2024 00:00,Line 1,2,14/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004705,15/05/2024 00:00,15/05/2024 00:00,Line 1,1,15/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004706,15/05/2024 00:00,15/05/2024 00:00,Line 1,2,15/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004707,15/05/2024 00:00,15/05/2024 00:00,Line 1,1,15/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004708,15/05/2024 00:00,15/05/2024 00:00,Line 1,2,15/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004723,16/05/2024 00:00,16/05/2024 00:00,Line 1,1,16/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004724,16/05/2024 00:00,16/05/2024 00:00,Line 1,2,16/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004725,16/05/2024 00:00,16/05/2024 00:00,Line 1,1,16/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004726,16/05/2024 00:00,16/05/2024 00:00,Line 1,2,16/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004737,17/05/2024 00:00,17/05/2024 00:00,Line 1,1,17/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004738,17/05/2024 00:00,17/05/2024 00:00,Line 1,2,17/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
