Order Number,Start Date,End Date,Line,Shift,Posting date,POT Min,POT Hour,Notification Number,Equiment,Downtime(in Secods),Breakdown,Group,Description,WERKS CODE,WERKS
000010023083,06/09/2024 00:00,06/09/2024 00:00,Line 3,1,06/09/2024 00:00,705,11.75,000010090579,000000000010001122,27,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010023083,06/09/2024 00:00,06/09/2024 00:00,Line 3,1,06/09/2024 00:00,705,11.75,000010090666,000000000010001122,35,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010023083,06/09/2024 00:00,06/09/2024 00:00,Line 3,1,06/09/2024 00:00,705,11.75,000010090636,000000000010001194,9,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010023127,07/09/2024 00:00,07/09/2024 00:00,Line 3,1,07/09/2024 00:00,705,11.75,000010090854,000000000010001127,15,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010023127,07/09/2024 00:00,07/09/2024 00:00,Line 3,1,07/09/2024 00:00,705,11.75,000010090855,000000000010001127,40,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010023127,07/09/2024 00:00,07/09/2024 00:00,Line 3,1,07/09/2024 00:00,705,11.75,000010090903,000000000010001127,8,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010023128,07/09/2024 00:00,08/09/2024 00:00,Line 3,2,07/09/2024 00:00,705,11.75,000010090938,000000000010001127,7,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010023128,07/09/2024 00:00,08/09/2024 00:00,Line 3,2,07/09/2024 00:00,705,11.75,000010090970,000000000010001127,23,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010023128,07/09/2024 00:00,08/09/2024 00:00,Line 3,2,07/09/2024 00:00,705,11.75,000010090939,000000000010001275,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023203,09/09/2024 00:00,09/09/2024 00:00,Line 3,1,09/09/2024 00:00,615,10.25,000010091224,000000000010001146,7,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010023204,09/09/2024 00:00,10/09/2024 00:00,Line 3,2,09/09/2024 00:00,705,11.75,000010091370,000000000010001165,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023204,09/09/2024 00:00,10/09/2024 00:00,Line 3,2,09/09/2024 00:00,705,11.75,000010091374,000000000010001165,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023204,09/09/2024 00:00,10/09/2024 00:00,Line 3,2,09/09/2024 00:00,705,11.75,000010091338,000000000010001181,10,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010023204,09/09/2024 00:00,10/09/2024 00:00,Line 3,2,09/09/2024 00:00,705,11.75,000010091339,000000000010001193,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010023204,09/09/2024 00:00,10/09/2024 00:00,Line 3,2,09/09/2024 00:00,705,11.75,000010091372,000000000010001193,9,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010023258,10/09/2024 00:00,10/09/2024 00:00,Line 3,1,10/09/2024 00:00,705,11.75,000010095685,,7,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010023258,10/09/2024 00:00,10/09/2024 00:00,Line 3,1,10/09/2024 00:00,705,11.75,000010091854,000000000010001146,85,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010023258,10/09/2024 00:00,10/09/2024 00:00,Line 3,1,10/09/2024 00:00,705,11.75,000010095684,000000000010001146,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023258,10/09/2024 00:00,10/09/2024 00:00,Line 3,1,10/09/2024 00:00,705,11.75,000010091855,000000000010001195,8,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010023259,10/09/2024 00:00,11/09/2024 00:00,Line 3,2,10/09/2024 00:00,705,11.75,000010091469,000000000010001146,63,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010023259,10/09/2024 00:00,11/09/2024 00:00,Line 3,2,10/09/2024 00:00,705,11.75,000010091580,000000000010001165,12,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023259,10/09/2024 00:00,11/09/2024 00:00,Line 3,2,10/09/2024 00:00,705,11.75,000010091581,000000000010001215,5,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023311,11/09/2024 00:00,11/09/2024 00:00,Line 3,1,11/09/2024 00:00,705,11.75,000010091707,000000000010001216,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023312,11/09/2024 00:00,12/09/2024 00:00,Line 3,2,11/09/2024 00:00,705,11.75,000010091822,000000000010001165,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023413,12/09/2024 00:00,12/09/2024 00:00,Line 3,1,12/09/2024 00:00,705,11.75,000010092001,000000000010001216,8,breakdown,E-SLT,ENG_SLITTER,A112,Kaduna Noodles
000010023437,12/09/2024 00:00,13/09/2024 00:00,Line 3,2,12/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010023460,13/09/2024 00:00,13/09/2024 00:00,Line 3,1,13/09/2024 00:00,705,11.75,000010092166,000000000010001164,3,breakdown,E-FHS,ENG_FLOUR_HANDLING_SYSTEM,A112,Kaduna Noodles
000010023460,13/09/2024 00:00,13/09/2024 00:00,Line 3,1,13/09/2024 00:00,705,11.75,000010092167,000000000010001164,12,breakdown,E-FHS,ENG_FLOUR_HANDLING_SYSTEM,A112,Kaduna Noodles
000010023461,13/09/2024 00:00,14/09/2024 00:00,Line 3,2,13/09/2024 00:00,705,11.75,000010095687,,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023493,14/09/2024 00:00,14/09/2024 00:00,Line 3,1,14/09/2024 00:00,705,11.75,000010092345,000000000010001146,53,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010023493,14/09/2024 00:00,14/09/2024 00:00,Line 3,1,14/09/2024 00:00,705,11.75,000010092346,000000000010001210,10,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010023494,14/09/2024 00:00,14/09/2024 00:00,Line 3,2,14/09/2024 00:00,295,4.916666666666667,000010092259,000000000010001165,6,breakdown,E-SLT,ENG_SLITTER,A112,Kaduna Noodles
000010023622,16/09/2024 00:00,16/09/2024 00:00,Line 3,1,16/09/2024 00:00,615,10.25,000010092621,000000000010001194,8,breakdown,Q-OTHERS,QLT_OTHERS,A112,Kaduna Noodles
000010023622,16/09/2024 00:00,16/09/2024 00:00,Line 3,1,16/09/2024 00:00,615,10.25,000010092589,000000000010001195,16,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010023623,16/09/2024 00:00,17/09/2024 00:00,Line 3,2,16/09/2024 00:00,705,11.75,000010092684,000000000010001196,10,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023679,17/09/2024 00:00,17/09/2024 00:00,Line 3,1,17/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010023680,17/09/2024 00:00,18/09/2024 00:00,Line 3,2,17/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010023739,18/09/2024 00:00,18/09/2024 00:00,Line 3,1,18/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010023760,18/09/2024 00:00,19/09/2024 00:00,Line 3,2,18/09/2024 00:00,705,11.75,000010095797,,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023760,18/09/2024 00:00,19/09/2024 00:00,Line 3,2,18/09/2024 00:00,705,11.75,000010093195,000000000010001164,3,breakdown,E-FHS,ENG_FLOUR_HANDLING_SYSTEM,A112,Kaduna Noodles
000010023795,19/09/2024 00:00,19/09/2024 00:00,Line 3,1,19/09/2024 00:00,705,11.75,000010093244,000000000010001165,2,breakdown,,,A112,Kaduna Noodles
000010023796,19/09/2024 00:00,20/09/2024 00:00,Line 3,2,19/09/2024 00:00,705,11.75,000010093403,,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023796,19/09/2024 00:00,20/09/2024 00:00,Line 3,2,19/09/2024 00:00,705,11.75,000010093401,000000000010001194,5,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010023850,20/09/2024 00:00,20/09/2024 00:00,Line 3,1,20/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010023851,20/09/2024 00:00,21/09/2024 00:00,Line 3,2,20/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010023900,21/09/2024 00:00,21/09/2024 00:00,Line 3,1,21/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010023901,21/09/2024 00:00,22/09/2024 00:00,Line 3,2,21/09/2024 00:00,705,11.75,000010093763,000000000010001186,,no breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010023901,21/09/2024 00:00,22/09/2024 00:00,Line 3,2,21/09/2024 00:00,705,11.75,000010093712,000000000010001186,9,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010023948,22/09/2024 00:00,22/09/2024 00:00,Line 3,1,22/09/2024 00:00,705,11.75,000010093880,000000000010001217,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010023949,22/09/2024 00:00,23/09/2024 00:00,Line 3,2,22/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024024,23/09/2024 00:00,23/09/2024 00:00,Line 3,1,23/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024025,23/09/2024 00:00,24/09/2024 00:00,Line 3,2,23/09/2024 00:00,705,11.75,000010094226,000000000010001128,5,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010024134,24/09/2024 00:00,24/09/2024 00:00,Line 3,1,24/09/2024 00:00,705,11.75,000010095937,,5,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024134,24/09/2024 00:00,24/09/2024 00:00,Line 3,1,24/09/2024 00:00,705,11.75,000010094372,000000000010001146,14,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010024134,24/09/2024 00:00,24/09/2024 00:00,Line 3,1,24/09/2024 00:00,705,11.75,000010094370,000000000010001164,18,breakdown,,,A112,Kaduna Noodles
000010024134,24/09/2024 00:00,24/09/2024 00:00,Line 3,1,24/09/2024 00:00,705,11.75,000010094345,000000000010001165,12,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024134,24/09/2024 00:00,24/09/2024 00:00,Line 3,1,24/09/2024 00:00,705,11.75,000010094348,000000000010001165,1,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024134,24/09/2024 00:00,24/09/2024 00:00,Line 3,1,24/09/2024 00:00,705,11.75,000010094349,000000000010001165,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024134,24/09/2024 00:00,24/09/2024 00:00,Line 3,1,24/09/2024 00:00,705,11.75,000010094371,000000000010001194,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010024134,24/09/2024 00:00,24/09/2024 00:00,Line 3,1,24/09/2024 00:00,705,11.75,000010094347,000000000010001216,5,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024135,24/09/2024 00:00,25/09/2024 00:00,Line 3,2,24/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024180,25/09/2024 00:00,25/09/2024 00:00,Line 3,1,25/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024234,25/09/2024 00:00,26/09/2024 00:00,Line 3,2,25/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024263,26/09/2024 00:00,26/09/2024 00:00,Line 3,1,26/09/2024 00:00,705,11.75,000010094819,000000000010001207,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010024264,26/09/2024 00:00,27/09/2024 00:00,Line 3,2,26/09/2024 00:00,705,11.75,000010095946,,10,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024264,26/09/2024 00:00,27/09/2024 00:00,Line 3,2,26/09/2024 00:00,705,11.75,000010095319,000000000010001198,10,breakdown,E-CW,ENG_CHECK_WEIGHER,A112,Kaduna Noodles
000010024298,27/09/2024 00:00,27/09/2024 00:00,Line 3,1,27/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024299,27/09/2024 00:00,28/09/2024 00:00,Line 3,2,27/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024358,28/09/2024 00:00,28/09/2024 00:00,Line 3,1,28/09/2024 00:00,705,11.75,000010095230,000000000010001217,10,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010024359,28/09/2024 00:00,29/09/2024 00:00,Line 3,2,28/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024439,29/09/2024 00:00,29/09/2024 00:00,Line 3,1,29/09/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024460,29/09/2024 00:00,30/09/2024 00:00,Line 3,2,29/09/2024 00:00,705,11.75,000010095381,000000000010001128,5,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010024487,30/09/2024 00:00,30/09/2024 00:00,Line 3,1,30/09/2024 00:00,705,11.75,000010095550,000000000010001128,5,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010024487,30/09/2024 00:00,30/09/2024 00:00,Line 3,1,30/09/2024 00:00,705,11.75,000010095551,000000000010001128,31,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010024487,30/09/2024 00:00,30/09/2024 00:00,Line 3,1,30/09/2024 00:00,705,11.75,000010095552,000000000010001224,18,breakdown,E-STM,ENG_STEAMER,A112,Kaduna Noodles
000010024489,30/09/2024 00:00,30/09/2024 00:00,Line 3,2,30/09/2024 00:00,295,4.916666666666667,,,,no breakdown,,,A112,Kaduna Noodles
000010024593,02/10/2024 00:00,03/10/2024 00:00,Line 3,2,02/10/2024 00:00,615,10.25,000010095938,000000000010000665,49,breakdown,U-STEAM,UTI_BOILER,A112,Kaduna Noodles
000010024654,03/10/2024 00:00,03/10/2024 00:00,Line 3,1,03/10/2024 00:00,705,11.75,000010095974,000000000010001164,26,breakdown,,,A112,Kaduna Noodles
000010024655,03/10/2024 00:00,04/10/2024 00:00,Line 3,2,03/10/2024 00:00,635,10.583333333333334,000010096174,000000000010001166,,no breakdown,,,A112,Kaduna Noodles
000010024655,03/10/2024 00:00,04/10/2024 00:00,Line 3,2,03/10/2024 00:00,635,10.583333333333334,000010096175,000000000010001166,,no breakdown,,,A112,Kaduna Noodles
000010024655,03/10/2024 00:00,04/10/2024 00:00,Line 3,2,03/10/2024 00:00,635,10.583333333333334,000010096225,000000000010001166,,no breakdown,,,A112,Kaduna Noodles
000010024655,03/10/2024 00:00,04/10/2024 00:00,Line 3,2,03/10/2024 00:00,635,10.583333333333334,000010096176,000000000010001194,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010024655,03/10/2024 00:00,04/10/2024 00:00,Line 3,2,03/10/2024 00:00,635,10.583333333333334,000010096202,000000000010001217,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024655,03/10/2024 00:00,04/10/2024 00:00,Line 3,2,03/10/2024 00:00,635,10.583333333333334,000010096204,000000000010001217,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024729,04/10/2024 00:00,04/10/2024 00:00,Line 3,1,04/10/2024 00:00,682,11.366666666666667,000010096245,,,no breakdown,,,A112,Kaduna Noodles
000010024729,04/10/2024 00:00,04/10/2024 00:00,Line 3,1,04/10/2024 00:00,682,11.366666666666667,000010096246,,,no breakdown,,,A112,Kaduna Noodles
000010024729,04/10/2024 00:00,04/10/2024 00:00,Line 3,1,04/10/2024 00:00,682,11.366666666666667,000010096292,,,no breakdown,,,A112,Kaduna Noodles
000010024729,04/10/2024 00:00,04/10/2024 00:00,Line 3,1,04/10/2024 00:00,682,11.366666666666667,000010096294,000000000010001146,8,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010024729,04/10/2024 00:00,04/10/2024 00:00,Line 3,1,04/10/2024 00:00,682,11.366666666666667,000010096293,000000000010001221,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024730,04/10/2024 00:00,05/10/2024 00:00,Line 3,2,04/10/2024 00:00,705,11.75,000010096368,000000000010001165,4,breakdown,E-MIX,ENG_MIXER,A112,Kaduna Noodles
000010024730,04/10/2024 00:00,05/10/2024 00:00,Line 3,2,04/10/2024 00:00,705,11.75,000010096366,000000000010001217,5,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024730,04/10/2024 00:00,05/10/2024 00:00,Line 3,2,04/10/2024 00:00,705,11.75,000010096367,000000000010001218,1,breakdown,E-MIX,ENG_MIXER,A112,Kaduna Noodles
000010024779,05/10/2024 00:00,05/10/2024 00:00,Line 3,1,05/10/2024 00:00,705,11.75,000010096424,000000000010001215,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024800,05/10/2024 00:00,06/10/2024 00:00,Line 3,2,05/10/2024 00:00,705,11.75,000010096471,000000000010001165,7,breakdown,U-COMP,UTI_COMPRESSOR,A112,Kaduna Noodles
000010024800,05/10/2024 00:00,06/10/2024 00:00,Line 3,2,05/10/2024 00:00,705,11.75,000010096452,000000000010001180,4,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010024832,06/10/2024 00:00,06/10/2024 00:00,Line 3,1,06/10/2024 00:00,705,11.75,000010096541,000000000010001164,4,breakdown,U-OTHERS,U_OTHERS,A112,Kaduna Noodles
000010024833,06/10/2024 00:00,07/10/2024 00:00,Line 3,2,06/10/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024859,07/10/2024 00:00,07/10/2024 00:00,Line 3,1,07/10/2024 00:00,705,11.75,000010096842,000000000010001128,5,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010024860,07/10/2024 00:00,08/10/2024 00:00,Line 3,2,07/10/2024 00:00,705,11.75,000010096768,000000000010001215,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024887,08/10/2024 00:00,08/10/2024 00:00,Line 3,1,08/10/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024888,08/10/2024 00:00,09/10/2024 00:00,Line 3,2,08/10/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010024935,09/10/2024 00:00,09/10/2024 00:00,Line 3,1,09/10/2024 00:00,705,11.75,000010097449,,9,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024935,09/10/2024 00:00,09/10/2024 00:00,Line 3,1,09/10/2024 00:00,705,11.75,000010097526,000000000010001166,15,breakdown,E-FHS,ENG_FLOUR_HANDLING_SYSTEM,A112,Kaduna Noodles
000010024935,09/10/2024 00:00,09/10/2024 00:00,Line 3,1,09/10/2024 00:00,705,11.75,000010097523,000000000010001170,5,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010024936,09/10/2024 00:00,10/10/2024 00:00,Line 3,2,09/10/2024 00:00,705,11.75,000010097608,000000000010001164,0.6,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024936,09/10/2024 00:00,10/10/2024 00:00,Line 3,2,09/10/2024 00:00,705,11.75,000010097601,000000000010001165,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010024936,09/10/2024 00:00,10/10/2024 00:00,Line 3,2,09/10/2024 00:00,705,11.75,000010097602,000000000010001217,1,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025027,10/10/2024 00:00,10/10/2024 00:00,Line 3,1,10/10/2024 00:00,705,11.75,000010097883,,0.17,breakdown,,,A112,Kaduna Noodles
000010025028,10/10/2024 00:00,11/10/2024 00:00,Line 3,2,10/10/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010025129,11/10/2024 00:00,11/10/2024 00:00,Line 3,2,10/10/2024 00:00,105,1.75,000010098212,000000000010001216,1.4666666666666666,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098173,,8.916666666666666,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098175,,0.7,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098176,,1.0166666666666666,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098177,,1.0666666666666667,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098178,,0.9,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098182,,0.6333333333333333,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098183,,0.21666666666666667,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098184,,0.3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098185,,0.16666666666666666,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098186,,0.8833333333333333,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010025131,11/10/2024 00:00,11/10/2024 00:00,Line 3,1,11/10/2024 00:00,454,7.566666666666666,000010098187,,0.3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
